Date,Location,Crime_Type,Reported_Incidents
2019-02-12,Zone D,Assault,4
2019-02-13,Zone D,Theft,6
2019-02-14,Zone D,Vandalism,5
2019-02-15,Zone D,Vandalism,4
2019-02-16,Zone D,Vandalism,5
2019-02-17,Zone D,Burglary,9
2019-02-18,Zone D,Vandalism,9
2019-02-19,Zone D,Assault,8
2019-02-20,Zone D,Assault,7
2019-02-21,Zone D,Burglary,6
2019-02-22,Zone D,Burglary,5
2019-02-23,Zone D,Vandalism,3
2019-02-24,Zone D,Theft,4
2019-02-25,Zone D,Burglary,6
2019-02-26,Zone D,Burglary,2
2019-02-27,Zone D,Vandalism,5
2019-02-28,Zone D,Vandalism,2
2019-03-01,Zone D,Burglary,0
2019-03-02,Zone D,Theft,9
2019-03-03,Zone D,Burglary,2
2019-03-04,Zone D,Vandalism,6
2019-03-05,Zone D,Vandalism,5
2019-03-06,Zone D,Burglary,6
2019-03-07,Zone D,Theft,7
2019-03-08,Zone D,Burglary,6
2019-03-09,Zone D,Burglary,4
2019-03-10,Zone D,Vandalism,5
2019-03-11,Zone D,Theft,7
2019-03-12,Zone D,Assault,4
2019-03-13,Zone D,Theft,2
2019-03-14,Zone D,Burglary,5
2019-03-15,Zone D,Burglary,6
2019-03-16,Zone D,Burglary,6
2019-03-17,Zone D,Theft,4
2019-03-18,Zone D,Vandalism,2
2019-03-19,Zone D,Burglary,5
2019-03-20,Zone D,Burglary,5
2019-03-21,Zone D,Theft,5
2019-03-22,Zone D,Assault,2
2019-03-23,Zone D,Assault,6
2019-03-24,Zone D,Vandalism,4
2019-03-25,Zone D,Vandalism,1
2019-03-26,Zone D,Burglary,5
2019-03-27,Zone D,Theft,8
2019-03-28,Zone D,Burglary,8
2019-03-29,Zone D,Vandalism,5
2019-03-30,Zone D,Theft,7
2019-03-31,Zone D,Theft,8
2019-04-01,Zone D,Vandalism,1
2019-04-02,Zone D,Assault,4
2019-04-03,Zone D,Assault,5
2019-04-04,Zone D,Theft,1
2019-04-05,Zone D,Burglary,7
2019-04-06,Zone D,Assault,3
2019-04-07,Zone D,Burglary,3
2019-04-08,Zone D,Assault,3
2019-04-09,Zone D,Assault,9
2019-04-10,Zone D,Burglary,4
2019-04-11,Zone D,Vandalism,3
2019-04-12,Zone D,Assault,1
2019-04-13,Zone D,Assault,5
2019-04-14,Zone D,Burglary,4
2019-04-15,Zone D,Vandalism,5
2019-04-16,Zone D,Assault,8
2019-04-17,Zone D,Assault,2
2019-04-18,Zone D,Vandalism,2
2019-04-19,Zone D,Assault,2
2019-04-20,Zone D,Vandalism,1
2019-04-21,Zone D,Vandalism,8
2019-04-22,Zone D,Burglary,11
2019-04-23,Zone D,Theft,2
2019-04-24,Zone D,Vandalism,3
2019-04-25,Zone D,Burglary,2
2019-04-26,Zone D,Theft,7
2019-04-27,Zone D,Assault,9
2019-04-28,Zone D,Theft,4
2019-04-29,Zone D,Vandalism,4
2019-04-30,Zone D,Vandalism,5
2019-05-01,Zone D,Vandalism,2
2019-05-02,Zone D,Vandalism,7
2019-05-03,Zone D,Vandalism,4
2019-05-04,Zone D,Burglary,6
2019-05-05,Zone D,Vandalism,5
2019-05-06,Zone D,Burglary,5
2019-05-07,Zone D,Assault,2
2019-05-08,Zone D,Vandalism,6
2019-05-09,Zone D,Vandalism,8
2019-05-10,Zone D,Theft,5
2019-05-11,Zone D,Assault,3
2019-05-12,Zone D,Vandalism,5
2019-05-13,Zone D,Vandalism,9
2019-05-14,Zone D,Assault,2
2019-05-15,Zone D,Burglary,7
2019-05-16,Zone D,Vandalism,4
2019-05-17,Zone D,Theft,7
2019-05-18,Zone D,Vandalism,8
2019-05-19,Zone D,Theft,3
2019-05-20,Zone D,Theft,3
2019-05-21,Zone D,Vandalism,7
2019-05-22,Zone D,Vandalism,6
2019-05-23,Zone D,Theft,8
2019-05-24,Zone D,Assault,8
2019-05-25,Zone D,Assault,4
2019-05-26,Zone D,Vandalism,5
2019-05-27,Zone D,Burglary,6
2019-05-28,Zone D,Assault,3
2019-05-29,Zone D,Vandalism,4
2019-05-30,Zone D,Assault,6
2019-05-31,Zone D,Burglary,5
2019-06-01,Zone D,Vandalism,5
2019-06-02,Zone D,Burglary,6
2019-06-03,Zone D,Vandalism,6
2019-06-04,Zone D,Burglary,4
2019-06-05,Zone D,Assault,9
2019-06-06,Zone D,Assault,6
2019-06-07,Zone D,Burglary,0
2019-06-08,Zone D,Burglary,2
2019-06-09,Zone D,Burglary,5
2019-06-10,Zone D,Vandalism,1
2019-06-11,Zone D,Assault,5
2019-06-12,Zone D,Vandalism,3
2019-06-13,Zone D,Assault,5
2019-06-14,Zone D,Theft,7
2019-06-15,Zone D,Vandalism,7
2019-06-16,Zone D,Assault,6
2019-06-17,Zone D,Assault,6
2019-06-18,Zone D,Vandalism,1
2019-06-19,Zone D,Vandalism,7
2019-06-20,Zone D,Assault,6
2019-06-21,Zone D,Vandalism,5
2019-06-22,Zone D,Burglary,3
2019-06-23,Zone D,Vandalism,6
2019-06-24,Zone D,Vandalism,3
2019-06-25,Zone D,Vandalism,3
2019-06-26,Zone D,Assault,7
2019-06-27,Zone D,Burglary,4
2019-06-28,Zone D,Theft,3
2019-06-29,Zone D,Theft,5
2019-06-30,Zone D,Burglary,5
2019-07-01,Zone D,Burglary,4
2019-07-02,Zone D,Burglary,6
2019-07-03,Zone D,Assault,3
2019-07-04,Zone D,Theft,3
2019-07-05,Zone D,Burglary,8
2019-07-06,Zone D,Assault,3
2019-07-07,Zone D,Theft,8
2019-07-08,Zone D,Vandalism,4
2019-07-09,Zone D,Assault,7
2019-07-10,Zone D,Theft,3
2019-07-11,Zone D,Assault,3
2019-07-12,Zone D,Theft,3
2019-07-13,Zone D,Theft,7
2019-07-14,Zone D,Vandalism,7
2019-07-15,Zone D,Assault,3
2019-07-16,Zone D,Burglary,0
2019-07-17,Zone D,Vandalism,3
2019-07-18,Zone D,Vandalism,5
2019-07-19,Zone D,Theft,2
2019-07-20,Zone D,Burglary,7
2019-07-21,Zone D,Assault,6
2019-07-22,Zone D,Burglary,5
2019-07-23,Zone D,Burglary,4
2019-07-24,Zone D,Burglary,9
2019-07-25,Zone D,Burglary,6
2019-07-26,Zone D,Burglary,4
2019-07-27,Zone D,Theft,5
2019-07-28,Zone D,Theft,10
2019-07-29,Zone D,Vandalism,4
2019-07-30,Zone D,Theft,3
2019-07-31,Zone D,Vandalism,7
2019-08-01,Zone D,Vandalism,10
2019-08-02,Zone D,Assault,5
2019-08-03,Zone D,Burglary,3
2019-08-04,Zone D,Theft,3
2019-08-05,Zone D,Assault,5
2019-08-06,Zone D,Theft,8
2019-08-07,Zone D,Vandalism,5
2019-08-08,Zone D,Theft,3
2019-08-09,Zone D,Burglary,4
2019-08-10,Zone D,Vandalism,4
2019-08-11,Zone D,Vandalism,6
2019-08-12,Zone D,Assault,4
2019-08-13,Zone D,Burglary,5
2019-08-14,Zone D,Vandalism,6
2019-08-15,Zone D,Burglary,5
2019-08-16,Zone D,Theft,7
2019-08-17,Zone D,Burglary,6
2019-08-18,Zone D,Vandalism,6
2019-08-19,Zone D,Assault,5
2019-08-20,Zone D,Vandalism,3
2019-08-21,Zone D,Burglary,5
2019-08-22,Zone D,Burglary,4
2019-08-23,Zone D,Vandalism,3
2019-08-24,Zone D,Burglary,3
2019-08-25,Zone D,Theft,4
2019-08-26,Zone D,Vandalism,5
2019-08-27,Zone D,Assault,3
2019-08-28,Zone D,Vandalism,4
2019-08-29,Zone D,Theft,2
2019-08-30,Zone D,Theft,2
2019-08-31,Zone D,Theft,2
2019-09-01,Zone D,Theft,4
2019-09-02,Zone D,Theft,1
2019-09-03,Zone D,Assault,6
2019-09-04,Zone D,Burglary,9
2019-09-05,Zone D,Theft,7
2019-09-06,Zone D,Theft,7
2019-09-07,Zone D,Vandalism,3
2019-09-08,Zone D,Assault,6
2019-09-09,Zone D,Assault,4
2019-09-10,Zone D,Burglary,9
2019-09-11,Zone D,Assault,7
2019-09-12,Zone D,Vandalism,5
2019-09-13,Zone D,Vandalism,2
2019-09-14,Zone D,Burglary,4
2019-09-15,Zone D,Vandalism,4
2019-09-16,Zone D,Theft,1
2019-09-17,Zone D,Theft,10
2019-09-18,Zone D,Vandalism,5
2019-09-19,Zone D,Burglary,7
2019-09-20,Zone D,Assault,4
2019-09-21,Zone D,Burglary,6
2019-09-22,Zone D,Assault,2
2019-09-23,Zone D,Vandalism,8
2019-09-24,Zone D,Vandalism,4
2019-09-25,Zone D,Theft,3
2019-09-26,Zone D,Assault,4
2019-09-27,Zone D,Burglary,5
2019-09-28,Zone D,Vandalism,3
2019-09-29,Zone D,Burglary,4
2019-09-30,Zone D,Theft,3
2019-10-01,Zone D,Assault,3
2019-10-02,Zone D,Assault,7
2019-10-03,Zone D,Vandalism,5
2019-10-04,Zone D,Assault,6
2019-10-05,Zone D,Vandalism,9
2019-10-06,Zone D,Theft,7
2019-10-07,Zone D,Assault,6
2019-10-08,Zone D,Vandalism,8
2019-10-09,Zone D,Burglary,3
2019-10-10,Zone D,Vandalism,7
2019-10-11,Zone D,Assault,5
2019-10-12,Zone D,Theft,10
2019-10-13,Zone D,Assault,5
2019-10-14,Zone D,Assault,8
2019-10-15,Zone D,Vandalism,11
2019-10-16,Zone D,Burglary,4
2019-10-17,Zone D,Assault,4
2019-10-18,Zone D,Burglary,5
2019-10-19,Zone D,Vandalism,4
2019-10-20,Zone D,Burglary,5
2019-10-21,Zone D,Vandalism,5
2019-10-22,Zone D,Theft,12
2019-10-23,Zone D,Burglary,4
2019-10-24,Zone D,Burglary,1
2019-10-25,Zone D,Theft,7
2019-10-26,Zone D,Burglary,5
2019-10-27,Zone D,Theft,3
2019-10-28,Zone D,Assault,3
2019-10-29,Zone D,Vandalism,3
2019-10-30,Zone D,Theft,6
2019-10-31,Zone D,Burglary,7
2019-11-01,Zone D,Theft,6
2019-11-02,Zone D,Burglary,8
2019-11-03,Zone D,Assault,7
2019-11-04,Zone D,Theft,4
2019-11-05,Zone D,Assault,4
2019-11-06,Zone D,Vandalism,5
2019-11-07,Zone D,Burglary,3
2019-11-08,Zone D,Burglary,4
2019-11-09,Zone D,Assault,2
2019-11-10,Zone D,Vandalism,4
2019-11-11,Zone D,Theft,4
2019-11-12,Zone D,Theft,6
2019-11-13,Zone D,Burglary,12
2019-11-14,Zone D,Assault,4
2019-11-15,Zone D,Assault,1
2019-11-16,Zone D,Theft,2
2019-11-17,Zone D,Vandalism,7
2019-11-18,Zone D,Vandalism,3
2019-11-19,Zone D,Theft,6
2019-11-20,Zone D,Theft,4
2019-11-21,Zone D,Assault,2
2019-11-22,Zone D,Vandalism,6
2019-11-23,Zone D,Theft,7
2019-11-24,Zone D,Theft,3
2019-11-25,Zone D,Burglary,5
2019-11-26,Zone D,Theft,6
2019-11-27,Zone D,Theft,9
2019-11-28,Zone D,Vandalism,6
2019-11-29,Zone D,Assault,6
2019-11-30,Zone D,Vandalism,3
2019-12-01,Zone D,Assault,4
2019-12-02,Zone D,Burglary,6
2019-12-03,Zone D,Theft,3
2019-12-04,Zone D,Burglary,4
2019-12-05,Zone D,Assault,5
2019-12-06,Zone D,Vandalism,7
2019-12-07,Zone D,Vandalism,6
2019-12-08,Zone D,Burglary,8
2019-12-09,Zone D,Assault,5
2019-12-10,Zone D,Burglary,3
2019-12-11,Zone D,Burglary,5
2019-12-12,Zone D,Theft,3
2019-12-13,Zone D,Burglary,4
2019-12-14,Zone D,Theft,1
2019-12-15,Zone D,Theft,3
2019-12-16,Zone D,Vandalism,2
2019-12-17,Zone D,Theft,4
2019-12-18,Zone D,Theft,4
2019-12-19,Zone D,Vandalism,3
2019-12-20,Zone D,Burglary,1
2019-12-21,Zone D,Assault,4
2019-12-22,Zone D,Assault,2
2019-12-23,Zone D,Assault,3
2019-12-24,Zone D,Burglary,1
2019-12-25,Zone D,Theft,5
2019-12-26,Zone D,Assault,6
2019-12-27,Zone D,Burglary,8
2019-12-28,Zone D,Theft,5
2019-12-29,Zone D,Vandalism,3
2019-12-30,Zone D,Assault,7
2019-12-31,Zone D,Theft,7
2020-01-01,Zone D,Assault,4
2020-01-02,Zone D,Assault,4
2020-01-03,Zone D,Assault,5
2020-01-04,Zone D,Theft,4
2020-01-05,Zone D,Burglary,4
2020-01-06,Zone D,Theft,5
2020-01-07,Zone D,Assault,4
2020-01-08,Zone D,Theft,1
2020-01-09,Zone D,Vandalism,5
2020-01-10,Zone D,Burglary,3
2020-01-11,Zone D,Theft,6
2020-01-12,Zone D,Vandalism,7
2020-01-13,Zone D,Burglary,3
2020-01-14,Zone D,Vandalism,4
2020-01-15,Zone D,Burglary,5
2020-01-16,Zone D,Theft,5
2020-01-17,Zone D,Vandalism,5
2020-01-18,Zone D,Assault,5
2020-01-19,Zone D,Vandalism,3
2020-01-20,Zone D,Burglary,5
2020-01-21,Zone D,Theft,3
2020-01-22,Zone D,Burglary,4
2020-01-23,Zone D,Vandalism,7
2020-01-24,Zone D,Vandalism,5
2020-01-25,Zone D,Assault,5
2020-01-26,Zone D,Theft,2
2020-01-27,Zone D,Theft,6
2020-01-28,Zone D,Vandalism,2
2020-01-29,Zone D,Theft,1
2020-01-30,Zone D,Assault,4
2020-01-31,Zone D,Burglary,5
2020-02-01,Zone D,Theft,6
2020-02-02,Zone D,Vandalism,8
2020-02-03,Zone D,Burglary,5
2020-02-04,Zone D,Burglary,9
2020-02-05,Zone D,Assault,2
2020-02-06,Zone D,Vandalism,3
2020-02-07,Zone D,Theft,3
2020-02-08,Zone D,Vandalism,6
2020-02-09,Zone D,Burglary,13
2020-02-10,Zone D,Vandalism,4
2020-02-11,Zone D,Theft,6
2020-02-12,Zone D,Theft,5
2020-02-13,Zone D,Assault,3
2020-02-14,Zone D,Theft,4
2020-02-15,Zone D,Theft,9
2020-02-16,Zone D,Vandalism,4
2020-02-17,Zone D,Vandalism,2
2020-02-18,Zone D,Burglary,6
2020-02-19,Zone D,Assault,5
2020-02-20,Zone D,Vandalism,5
2020-02-21,Zone D,Theft,9
2020-02-22,Zone D,Burglary,6
2020-02-23,Zone D,Vandalism,3
2020-02-24,Zone D,Assault,5
2020-02-25,Zone D,Assault,6
2020-02-26,Zone D,Burglary,4
2020-02-27,Zone D,Burglary,3
2020-02-28,Zone D,Burglary,0
2020-02-29,Zone D,Burglary,5
2020-03-01,Zone D,Burglary,3
2020-03-02,Zone D,Theft,7
2020-03-03,Zone D,Theft,4
2020-03-04,Zone D,Vandalism,2
2020-03-05,Zone D,Assault,7
2020-03-06,Zone D,Theft,2
2020-03-07,Zone D,Theft,3
2020-03-08,Zone D,Theft,4
2020-03-09,Zone D,Vandalism,6
2020-03-10,Zone D,Burglary,11
2020-03-11,Zone D,Vandalism,5
2020-03-12,Zone D,Assault,6
2020-03-13,Zone D,Assault,9
2020-03-14,Zone D,Assault,4
2020-03-15,Zone D,Assault,0
2020-03-16,Zone D,Theft,6
2020-03-17,Zone D,Theft,6
2020-03-18,Zone D,Vandalism,3
2020-03-19,Zone D,Burglary,8
2020-03-20,Zone D,Assault,4
2020-03-21,Zone D,Vandalism,7
2020-03-22,Zone D,Theft,7
2020-03-23,Zone D,Theft,6
2020-03-24,Zone D,Burglary,6
2020-03-25,Zone D,Burglary,6
2020-03-26,Zone D,Burglary,1
2020-03-27,Zone D,Vandalism,6
2020-03-28,Zone D,Theft,5
2020-03-29,Zone D,Theft,8
2020-03-30,Zone D,Burglary,1
2020-03-31,Zone D,Assault,2
2020-04-01,Zone D,Burglary,8
2020-04-02,Zone D,Vandalism,6
2020-04-03,Zone D,Burglary,7
2020-04-04,Zone D,Burglary,6
2020-04-05,Zone D,Vandalism,3
2020-04-06,Zone D,Burglary,2
2020-04-07,Zone D,Theft,3
2020-04-08,Zone D,Assault,9
2020-04-09,Zone D,Burglary,4
2020-04-10,Zone D,Vandalism,2
2020-04-11,Zone D,Assault,8
2020-04-12,Zone D,Vandalism,6
2020-04-13,Zone D,Assault,4
2020-04-14,Zone D,Assault,9
2020-04-15,Zone D,Burglary,6
2020-04-16,Zone D,Theft,4
2020-04-17,Zone D,Burglary,4
2020-04-18,Zone D,Vandalism,5
2020-04-19,Zone D,Vandalism,3
2020-04-20,Zone D,Assault,6
2020-04-21,Zone D,Assault,4
2020-04-22,Zone D,Theft,5
2020-04-23,Zone D,Burglary,4
2020-04-24,Zone D,Vandalism,4
2020-04-25,Zone D,Assault,2
2020-04-26,Zone D,Theft,5
2020-04-27,Zone D,Vandalism,2
2020-04-28,Zone D,Assault,5
2020-04-29,Zone D,Vandalism,7
2020-04-30,Zone D,Theft,6
2020-05-01,Zone D,Theft,4
2020-05-02,Zone D,Vandalism,0
2020-05-03,Zone D,Burglary,3
2020-05-04,Zone D,Vandalism,5
2020-05-05,Zone D,Assault,9
2020-05-06,Zone D,Burglary,3
2020-05-07,Zone D,Assault,7
2020-05-08,Zone D,Vandalism,4
2020-05-09,Zone D,Burglary,6
2020-05-10,Zone D,Assault,5
2020-05-11,Zone D,Vandalism,6
2020-05-12,Zone D,Vandalism,2
2020-05-13,Zone D,Burglary,5
2020-05-14,Zone D,Vandalism,8
2020-05-15,Zone D,Theft,6
2020-05-16,Zone D,Assault,9
2020-05-17,Zone D,Assault,7
2020-05-18,Zone D,Vandalism,3
2020-05-19,Zone D,Vandalism,2
2020-05-20,Zone D,Theft,8
2020-05-21,Zone D,Burglary,3
2020-05-22,Zone D,Vandalism,7
2020-05-23,Zone D,Vandalism,6
2020-05-24,Zone D,Vandalism,2
2020-05-25,Zone D,Vandalism,4
2020-05-26,Zone D,Assault,5
2020-05-27,Zone D,Vandalism,5
2020-05-28,Zone D,Assault,4
2020-05-29,Zone D,Vandalism,5
2020-05-30,Zone D,Burglary,5
2020-05-31,Zone D,Theft,10
2020-06-01,Zone D,Burglary,3
2020-06-02,Zone D,Vandalism,3
2020-06-03,Zone D,Vandalism,2
2020-06-04,Zone D,Vandalism,3
2020-06-05,Zone D,Burglary,0
2020-06-06,Zone D,Vandalism,6
2020-06-07,Zone D,Burglary,4
2020-06-08,Zone D,Assault,9
2020-06-09,Zone D,Theft,6
2020-06-10,Zone D,Theft,6
2020-06-11,Zone D,Burglary,5
2020-06-12,Zone D,Assault,5
2020-06-13,Zone D,Burglary,4
2020-06-14,Zone D,Assault,4
2020-06-15,Zone D,Vandalism,7
2020-06-16,Zone D,Assault,7
2020-06-17,Zone D,Assault,1
2020-06-18,Zone D,Assault,2
2020-06-19,Zone D,Theft,10
2020-06-20,Zone D,Assault,7
2020-06-21,Zone D,Vandalism,5
2020-06-22,Zone D,Vandalism,5
2020-06-23,Zone D,Vandalism,8
2020-06-24,Zone D,Assault,7
2020-06-25,Zone D,Burglary,4
2020-06-26,Zone D,Burglary,7
2020-06-27,Zone D,Vandalism,5
2020-06-28,Zone D,Theft,4
2020-06-29,Zone D,Burglary,5
2020-06-30,Zone D,Assault,4
2020-07-01,Zone D,Burglary,5
2020-07-02,Zone D,Vandalism,6
2020-07-03,Zone D,Theft,4
2020-07-04,Zone D,Burglary,6
2020-07-05,Zone D,Burglary,9
2020-07-06,Zone D,Vandalism,4
2020-07-07,Zone D,Theft,6
2020-07-08,Zone D,Theft,2
2020-07-09,Zone D,Vandalism,8
2020-07-10,Zone D,Assault,2
2020-07-11,Zone D,Burglary,3
2020-07-12,Zone D,Assault,4
2020-07-13,Zone D,Burglary,5
2020-07-14,Zone D,Burglary,7
2020-07-15,Zone D,Assault,4
2020-07-16,Zone D,Vandalism,11
2020-07-17,Zone D,Vandalism,2
2020-07-18,Zone D,Burglary,6
2020-07-19,Zone D,Vandalism,3
2020-07-20,Zone D,Burglary,3
2020-07-21,Zone D,Vandalism,5
2020-07-22,Zone D,Burglary,5
2020-07-23,Zone D,Vandalism,7
2020-07-24,Zone D,Theft,6
2020-07-25,Zone D,Assault,4
2020-07-26,Zone D,Theft,3
2020-07-27,Zone D,Assault,7
2020-07-28,Zone D,Assault,3
2020-07-29,Zone D,Burglary,3
2020-07-30,Zone D,Assault,4
2020-07-31,Zone D,Theft,5
2020-08-01,Zone D,Theft,5
2020-08-02,Zone D,Vandalism,8
2020-08-03,Zone D,Theft,10
2020-08-04,Zone D,Vandalism,6
2020-08-05,Zone D,Assault,7
2020-08-06,Zone D,Theft,5
2020-08-07,Zone D,Assault,5
2020-08-08,Zone D,Theft,2
2020-08-09,Zone D,Theft,1
2020-08-10,Zone D,Vandalism,5
2020-08-11,Zone D,Assault,4
2020-08-12,Zone D,Theft,0
2020-08-13,Zone D,Burglary,4
2020-08-14,Zone D,Assault,5
2020-08-15,Zone D,Assault,6
2020-08-16,Zone D,Assault,4
2020-08-17,Zone D,Vandalism,7
2020-08-18,Zone D,Burglary,3
2020-08-19,Zone D,Assault,4
2020-08-20,Zone D,Theft,4
2020-08-21,Zone D,Theft,8
2020-08-22,Zone D,Vandalism,3
2020-08-23,Zone D,Theft,5
2020-08-24,Zone D,Assault,7
2020-08-25,Zone D,Theft,5
2020-08-26,Zone D,Assault,5
2020-08-27,Zone D,Theft,6
2020-08-28,Zone D,Burglary,4
2020-08-29,Zone D,Vandalism,5
2020-08-30,Zone D,Vandalism,8
2020-08-31,Zone D,Burglary,5
2020-09-01,Zone D,Burglary,2
2020-09-02,Zone D,Vandalism,7
2020-09-03,Zone D,Burglary,3
2020-09-04,Zone D,Assault,4
2020-09-05,Zone D,Theft,4
2020-09-06,Zone D,Vandalism,3
2020-09-07,Zone D,Burglary,7
2020-09-08,Zone D,Assault,5
2020-09-09,Zone D,Vandalism,1
2020-09-10,Zone D,Burglary,3
2020-09-11,Zone D,Vandalism,5
2020-09-12,Zone D,Burglary,7
2020-09-13,Zone D,Vandalism,6
2020-09-14,Zone D,Assault,1
2020-09-15,Zone D,Assault,2
2020-09-16,Zone D,Theft,2
2020-09-17,Zone D,Vandalism,4
2020-09-18,Zone D,Theft,4
2020-09-19,Zone D,Vandalism,12
2020-09-20,Zone D,Burglary,3
2020-09-21,Zone D,Burglary,4
2020-09-22,Zone D,Theft,9
2020-09-23,Zone D,Vandalism,6
2020-09-24,Zone D,Theft,4
2020-09-25,Zone D,Assault,5
2020-09-26,Zone D,Theft,0
2020-09-27,Zone D,Theft,9
2020-09-28,Zone D,Burglary,4
2020-09-29,Zone D,Theft,3
2020-09-30,Zone D,Vandalism,4
2020-10-01,Zone D,Burglary,9
2020-10-02,Zone D,Theft,6
2020-10-03,Zone D,Assault,5
2020-10-04,Zone D,Theft,4
2020-10-05,Zone D,Theft,5
2020-10-06,Zone D,Theft,5
2020-10-07,Zone D,Burglary,6
2020-10-08,Zone D,Vandalism,3
2020-10-09,Zone D,Assault,4
2020-10-10,Zone D,Theft,1
2020-10-11,Zone D,Vandalism,2
2020-10-12,Zone D,Vandalism,4
2020-10-13,Zone D,Burglary,4
2020-10-14,Zone D,Assault,6
2020-10-15,Zone D,Burglary,3
2020-10-16,Zone D,Vandalism,6
2020-10-17,Zone D,Vandalism,5
2020-10-18,Zone D,Vandalism,0
2020-10-19,Zone D,Burglary,3
2020-10-20,Zone D,Assault,3
2020-10-21,Zone D,Theft,8
2020-10-22,Zone D,Burglary,5
2020-10-23,Zone D,Vandalism,6
2020-10-24,Zone D,Burglary,5
2020-10-25,Zone D,Vandalism,2
2020-10-26,Zone D,Theft,7
2020-10-27,Zone D,Theft,4
2020-10-28,Zone D,Assault,6
2020-10-29,Zone D,Vandalism,6
2020-10-30,Zone D,Assault,6
2020-10-31,Zone D,Assault,6
2020-11-01,Zone D,Theft,5
2020-11-02,Zone D,Burglary,5
2020-11-03,Zone D,Burglary,7
2020-11-04,Zone D,Assault,5
2020-11-05,Zone D,Theft,7
2020-11-06,Zone D,Vandalism,5
2020-11-07,Zone D,Burglary,7
2020-11-08,Zone D,Assault,7
2020-11-09,Zone D,Burglary,4
2020-11-10,Zone D,Burglary,7
2020-11-11,Zone D,Vandalism,3
2020-11-12,Zone D,Theft,5
2020-11-13,Zone D,Vandalism,11
2020-11-14,Zone D,Theft,4
2020-11-15,Zone D,Burglary,4
2020-11-16,Zone D,Assault,6
2020-11-17,Zone D,Vandalism,4
2020-11-18,Zone D,Theft,5
2020-11-19,Zone D,Burglary,7
2020-11-20,Zone D,Theft,4
2020-11-21,Zone D,Theft,3
2020-11-22,Zone D,Theft,7
2020-11-23,Zone D,Burglary,2
2020-11-24,Zone D,Assault,1
2020-11-25,Zone D,Assault,2
2020-11-26,Zone D,Assault,3
2020-11-27,Zone D,Theft,2
2020-11-28,Zone D,Burglary,8
2020-11-29,Zone D,Theft,2
2020-11-30,Zone D,Assault,7
2020-12-01,Zone D,Assault,2
2020-12-02,Zone D,Burglary,5
2020-12-03,Zone D,Theft,4
2020-12-04,Zone D,Vandalism,3
2020-12-05,Zone D,Vandalism,0
2020-12-06,Zone D,Assault,2
2020-12-07,Zone D,Burglary,4
2020-12-08,Zone D,Theft,6
2020-12-09,Zone D,Theft,5
2020-12-10,Zone D,Assault,5
2020-12-11,Zone D,Assault,3
2020-12-12,Zone D,Theft,5
2020-12-13,Zone D,Theft,5
2020-12-14,Zone D,Assault,8
2020-12-15,Zone D,Theft,4
2020-12-16,Zone D,Vandalism,4
2020-12-17,Zone D,Assault,4
2020-12-18,Zone D,Theft,7
2020-12-19,Zone D,Assault,8
2020-12-20,Zone D,Burglary,10
2020-12-21,Zone D,Assault,6
2020-12-22,Zone D,Assault,3
2020-12-23,Zone D,Burglary,5
2020-12-24,Zone D,Vandalism,4
2020-12-25,Zone D,Theft,2
2020-12-26,Zone D,Burglary,4
2020-12-27,Zone D,Assault,2
2020-12-28,Zone D,Theft,6
2020-12-29,Zone D,Burglary,6
2020-12-30,Zone D,Theft,4
2020-12-31,Zone D,Theft,3
2021-01-01,Zone D,Burglary,6
2021-01-02,Zone D,Theft,7
2021-01-03,Zone D,Vandalism,8
2021-01-04,Zone D,Burglary,2
2021-01-05,Zone D,Vandalism,4
2021-01-06,Zone D,Assault,1
2021-01-07,Zone D,Theft,3
2021-01-08,Zone D,Assault,5
2021-01-09,Zone D,Assault,5
2021-01-10,Zone D,Theft,6
2021-01-11,Zone D,Burglary,4
2021-01-12,Zone D,Theft,5
2021-01-13,Zone D,Assault,5
2021-01-14,Zone D,Assault,7
2021-01-15,Zone D,Burglary,2
2021-01-16,Zone D,Theft,6
2021-01-17,Zone D,Assault,4
2021-01-18,Zone D,Vandalism,4
2021-01-19,Zone D,Assault,3
2021-01-20,Zone D,Assault,4
2021-01-21,Zone D,Burglary,11
2021-01-22,Zone D,Vandalism,3
2021-01-23,Zone D,Assault,2
2021-01-24,Zone D,Assault,5
2021-01-25,Zone D,Vandalism,2
2021-01-26,Zone D,Theft,5
2021-01-27,Zone D,Theft,9
2021-01-28,Zone D,Assault,7
2021-01-29,Zone D,Assault,6
2021-01-30,Zone D,Theft,11
2021-01-31,Zone D,Burglary,2
2021-02-01,Zone D,Vandalism,7
2021-02-02,Zone D,Vandalism,6
2021-02-03,Zone D,Burglary,5
2021-02-04,Zone D,Burglary,4
2021-02-05,Zone D,Burglary,7
2021-02-06,Zone D,Burglary,5
2021-02-07,Zone D,Burglary,4
2021-02-08,Zone D,Burglary,3
2021-02-09,Zone D,Vandalism,7
2021-02-10,Zone D,Burglary,9
2021-02-11,Zone D,Theft,2
2021-02-12,Zone D,Burglary,7
2021-02-13,Zone D,Burglary,3
2021-02-14,Zone D,Vandalism,6
2021-02-15,Zone D,Vandalism,6
2021-02-16,Zone D,Burglary,3
2021-02-17,Zone D,Vandalism,11
2021-02-18,Zone D,Assault,6
2021-02-19,Zone D,Vandalism,6
2021-02-20,Zone D,Vandalism,4
2021-02-21,Zone D,Vandalism,4
2021-02-22,Zone D,Vandalism,5
2021-02-23,Zone D,Theft,4
